store_number442,Cluster,Segment_Womens_Shop,Price_zone,Selling_Sq_Footage_NEW_8_18,Total_Sq_Footage_NEW_8_18,Selling_Sq_Footage_Ratio,Latitude,Longitude,Currency,Pct_Inv_Units_WOMENS_OUTERWEAR,annual_sales_units_store
442,4,W Core,U_U1,3669,4865,0.754162384,28.459497,77.026634,"$1,000.00 ",1.2,45714
